Username,TweetTot,RT,Tweet,Percentuale,Follower,Totale,Differenza,neutral,positive,negative,Code
GiadaCanduzzi,2,2,0,0.0735,1651,2720,2718,2,0,0,ITA
GiadaSanctis,1,1,0,0.0368,74,2720,2719,1,0,0,ITA
giambarombi,1,1,0,0.0368,617,2720,2719,1,0,0,ITA
Giampie71871776,1,1,0,0.0368,0,2720,2719,1,0,0,ITA
GianassiFede,1,1,0,0.0368,677,2720,2719,0,1,0,USA
Gianluca_73,15,15,0,0.5515,185,2720,2705,15,0,0,USA
GianLucaArtizzu,1,0,1,0.0368,3491,2720,2719,1,0,0,ITA
gianlucaeroico,13,13,0,0.4779,35,2720,2707,13,0,0,ITA
giannimacheda,1,1,0,0.0368,1042,2720,2719,1,0,0,ITA
gianpaolobiban,26,0,26,0.9559,0,2720,2694,26,0,0,ITA
GiaSilvestrini,1,1,0,0.0368,4644,2720,2719,1,0,0,ITA
gicvd,1,1,0,0.0368,3453,2720,2719,1,0,0,ITA
Gigebi,1,0,1,0.0368,870,2720,2719,1,0,0,ITA
gigidaco,1,1,0,0.0368,24,2720,2719,1,0,0,ITA
gigliointi,1,1,0,0.0368,3378,2720,2719,1,0,0,ITA
giobettarini,1,1,0,0.0368,1980,2720,2719,0,1,0,ITA
GioelePaglia,1,1,0,0.0368,2650,2720,2719,1,0,0,USA
giordanomixxi,1,1,0,0.0368,11,2720,2719,1,0,0,ITA
GIORGIO141068,1,1,0,0.0368,1511,2720,2719,1,0,0,USA
GiorgioFaraon00,1,1,0,0.0368,58,2720,2719,1,0,0,ITA
giorgiopoggi81,1,1,0,0.0368,33,2720,2719,1,0,0,ITA
giornaleprociv,1,1,0,0.0368,9283,2720,2719,0,1,0,ITA
GioRomanoTgrRai,1,1,0,0.0368,418,2720,2719,1,0,0,ITA
giovannifusari,1,1,0,0.0368,47,2720,2719,1,0,0,ITA
giuliaturr,1,0,1,0.0368,202,2720,2719,1,0,0,ITA
GIUSEPP80600779,1,1,0,0.0368,993,2720,2719,0,1,0,ITA
giusepp90404326,1,0,1,0.0368,0,2720,2719,1,0,0,ITA
GiuseppeCanzane,1,1,0,0.0368,67,2720,2719,1,0,0,ITA
GiuseppeCrisaf1,1,0,1,0.0368,73,2720,2719,1,0,0,ITA
GiuseppeCru7,1,0,1,0.0368,2,2720,2719,0,1,0,ITA
GiuseppeCult,1,1,0,0.0368,76,2720,2719,1,0,0,ITA
GiuseppeMiro,3,3,0,0.1103,180,2720,2717,3,0,0,ITA
GiuseppeR37,3,3,0,0.1103,68,2720,2717,3,0,0,ITA
giuspaterniti,6,6,0,0.2206,4715,2720,2714,6,0,0,ITA
GnnFnt,3,2,1,0.1103,8,2720,2717,3,0,0,ITA
gooblin73_83196,2,1,1,0.0735,633,2720,2718,1,1,0,ITA
gortombina,1,1,0,0.0368,212,2720,2719,1,0,0,ITA
GovindaAghori,1,1,0,0.0368,416,2720,2719,1,0,0,ITA
gp_fiore,1,0,1,0.0368,67,2720,2719,1,0,0,ITA
gpellarin84,1,1,0,0.0368,216,2720,2719,0,0,1,ITA
GramignaStrega,3,3,0,0.1103,73,2720,2717,3,0,0,ITA
grantomm,1,0,1,0.0368,13,2720,2719,1,0,0,ITA
greeningmktIT,1,1,0,0.0368,186,2720,2719,1,0,0,ITA
grimaldeschi,1,1,0,0.0368,14,2720,2719,1,0,0,ITA
grinaldi8,1,0,1,0.0368,10,2720,2719,1,0,0,ITA
GrissBicocca,1,1,0,0.0368,1018,2720,2719,1,0,0,ITA
Gruppo8Marzo,1,1,0,0.0368,113,2720,2719,1,0,0,ITA
GruppoCdp,1,1,0,0.0368,1889,2720,2719,1,0,0,ITA
GSchembri,1,1,0,0.0368,272,2720,2719,1,0,0,USA
gsoricaro,1,1,0,0.0368,81,2720,2719,1,0,0,ITA
gtkd85,1,1,0,0.0368,140,2720,2719,0,1,0,ITA
Guerradtw,1,1,0,0.0368,127,2720,2719,1,0,0,USA
guzmanjazmlne,1,1,0,0.0368,20,2720,2719,1,0,0,DEU
Hades_0711,1,1,0,0.0368,19,2720,2719,1,0,0,DEU
HannesMerutti,1,1,0,0.0368,333,2720,2719,1,0,0,USA
HCoastGuard,2,2,0,0.0735,6994,2720,2718,2,0,0,USA
HelmysWlfey,1,1,0,0.0368,24,2720,2719,1,0,0,USA
HIGHprecision,1,0,1,0.0368,4055,2720,2719,1,0,0,USA
hotvideotweets,1,1,0,0.0368,3619,2720,2719,1,0,0,ITA
HR_italian,1,1,0,0.0368,63,2720,2719,1,0,0,ITA
HSimonetta,1,1,0,0.0368,2010,2720,2719,1,0,0,ITA
i_Charge,1,1,0,0.0368,254,2720,2719,1,0,0,ITA
IdoneiGdF2012,46,43,3,16.912,439,2720,2674,46,0,0,ITA
IEUREPORTER,3,0,3,0.1103,128,2720,2717,3,0,0,ITA
il_brigante07,1,1,0,0.0368,456,2720,2719,0,1,0,ITA
il_visitatore,1,0,1,0.0368,268,2720,2719,0,0,1,ITA
ilariasotis,1,1,0,0.0368,755,2720,2719,1,0,0,ITA
ilario1900,1,0,1,0.0368,764,2720,2719,1,0,0,ITA
ILBUONPASTORE,1,0,1,0.0368,186,2720,2719,1,0,0,ITA
ildicece,1,1,0,0.0368,43,2720,2719,1,0,0,ITA
Ilenia1970,1,1,0,0.0368,3128,2720,2719,1,0,0,ITA
ilgattonaccio,3,3,0,0.1103,91,2720,2717,3,0,0,ITA
ilGazzettinoves,1,0,1,0.0368,1098,2720,2719,1,0,0,ITA
ilgiornaledicas,2,0,2,0.0735,129,2720,2718,2,0,0,ITA
IlMattinoFoggia,2,2,0,0.0735,5074,2720,2718,2,0,0,ITA
ilmessaggeroit,2,1,1,0.0735,285120,2720,2718,2,0,0,ITA
ilmetropolitan,2,1,1,0.0735,3804,2720,2718,2,0,0,ITA
IlMondoDiAllie,1,1,0,0.0368,46,2720,2719,1,0,0,ITA
ilnesi,2,2,0,0.0735,1148,2720,2718,2,0,0,ITA
ilpaesenuovo,2,0,2,0.0735,2551,2720,2718,2,0,0,ITA
ilSiberiano_,1,1,0,0.0368,904,2720,2719,1,0,0,ITA
ilvaglio1,1,0,1,0.0368,368,2720,2719,1,0,0,ITA
ilzaga,2,0,2,0.0735,147,2720,2718,0,0,2,ITA
iMagazineTwit,3,0,3,0.1103,840,2720,2717,3,0,0,ITA
IMorassi,1,1,0,0.0368,225,2720,2719,1,0,0,ITA
IMPERIATV,5,0,5,0.1838,791,2720,2715,5,0,0,ITA
infinitorenato,1,1,0,0.0368,1046,2720,2719,1,0,0,ITA
infoa360,9,0,9,0.3309,26,2720,2711,9,0,0,ITA
InfoGiordy,1,1,0,0.0368,96,2720,2719,1,0,0,USA
InterpolHELPus,1,1,0,0.0368,0,2720,2719,1,0,0,ITA
Ipsoa,8,5,3,0.2941,7938,2720,2712,8,0,0,ITA
IPZS,1,1,0,0.0368,756,2720,2719,1,0,0,ITA
irenellas,1,0,1,0.0368,321,2720,2719,1,0,0,USA
IsabeiaaFeh,1,1,0,0.0368,30,2720,2719,1,0,0,ITA
isabelladichio,5,3,2,0.1838,2129,2720,2715,5,0,0,ITA
italiaxitalia,1,0,1,0.0368,37,2720,2719,1,0,0,USA
ItalyatOECD_ESA,1,1,0,0.0368,394,2720,2719,1,0,0,ITA
ItalyinSerbia,1,1,0,0.0368,361,2720,2719,1,0,0,ITA
ITANIMULLI7,1,0,1,0.0368,95,2720,2719,1,0,0,ITA
ITnewsPZ,1,1,0,0.0368,330,2720,2719,1,0,0,ITA
IvanoCongiu,2,1,1,0.0735,74,2720,2718,2,0,0,ITA
jacop_etti,1,0,1,0.0368,301,2720,2719,1,0,0,ITA
jacopogiliberto,1,1,0,0.0368,4601,2720,2719,1,0,0,GBR
janopgenoorth,1,1,0,0.0368,243,2720,2719,1,0,0,NLD
JohannesDreijer,1,1,0,0.0368,2485,2720,2719,1,0,0,DNK
john1966olsen,1,1,0,0.0368,1625,2720,2719,1,0,0,USA
jromeromorgaz,2,2,0,0.0735,70,2720,2718,2,0,0,ESP
juanan_carande,1,1,0,0.0368,285,2720,2719,1,0,0,ITA
Jusfincom,1,1,0,0.0368,275,2720,2719,1,0,0,ITA
Juventology,1,0,1,0.0368,4556,2720,2719,1,0,0,ITA
Katowice71,28,28,0,10.294,41,2720,2692,28,0,0,ITA
kiriosomega,1,0,1,0.0368,3264,2720,2719,0,1,0,ITA
kit960,1,1,0,0.0368,1331,2720,2719,0,1,0,ITA
kukumalu76,1,1,0,0.0368,106,2720,2719,1,0,0,USA
KylaDawnFarls,1,1,0,0.0368,24,2720,2719,1,0,0,ITA
kyosuke009,1,1,0,0.0368,451,2720,2719,0,1,0,ITA
L_Antifascista,1,1,0,0.0368,2092,2720,2719,1,0,0,ITA
L_Torri,1,1,0,0.0368,85,2720,2719,1,0,0,USA
LaGazzetta_EN,1,1,0,0.0368,1916,2720,2719,1,0,0,ITA
LaGazzettaWeb,1,0,1,0.0368,22317,2720,2719,1,0,0,ITA
laltraguanciama,1,1,0,0.0368,3682,2720,2719,0,1,0,ITA
lamentedmente,1,0,1,0.0368,110,2720,2719,1,0,0,ITA
lamescolanza,3,0,3,0.1103,553,2720,2717,3,0,0,ITA
lamiadobermann,1,1,0,0.0368,285,2720,2719,1,0,0,ITA
LAntieroe,1,1,0,0.0368,1114,2720,2719,1,0,0,ITA
lanzigiuseppe,1,0,1,0.0368,5614,2720,2719,1,0,0,ITA
lapiazzaweb,1,0,1,0.0368,140,2720,2719,1,0,0,ITA
LaRadioNeParla,2,0,2,0.0735,1849,2720,2718,2,0,0,ITA
LaSetaro,1,1,0,0.0368,496,2720,2719,1,0,0,ITA
lastep440,1,1,0,0.0368,474,2720,2719,1,0,0,ITA
lauraboldrini,2,1,1,0.0735,531891,2720,2718,2,0,0,ITA
LauraGio_75,1,1,0,0.0368,573,2720,2719,0,1,0,ITA
LauraViscusi,1,1,0,0.0368,84,2720,2719,1,0,0,USA
laurenRUTHlnger,1,1,0,0.0368,55,2720,2719,1,0,0,ITA
LaurusRobuffo,1,0,1,0.0368,175,2720,2719,0,1,0,ITA
LaVoceRC,5,5,0,0.1838,618,2720,2715,5,0,0,ITA
Laziotgroma,2,0,2,0.0735,221,2720,2718,2,0,0,ITA
lazzarin_andrea,12,12,0,0.4412,296,2720,2708,12,0,0,USA
LClovisse,1,0,1,0.0368,10,2720,2719,1,0,0,ITA
leccenews24,4,0,4,0.1471,8740,2720,2716,4,0,0,ITA
LelloForlini,1,1,0,0.0368,1090,2720,2719,1,0,0,ITA
lentinivince,1,1,0,0.0368,493,2720,2719,0,1,0,ITA
LeoGuerini,1,1,0,0.0368,176,2720,2719,0,1,0,ITA
leonenemeo,1,1,0,0.0368,116,2720,2719,1,0,0,ITA
leprif,1,1,0,0.0368,47,2720,2719,1,0,0,ITA
letz73,1,0,1,0.0368,14,2720,2719,1,0,0,ITA
LiaStaropoli,2,0,2,0.0735,843,2720,2718,2,0,0,ITA
liliana14229842,1,1,0,0.0368,342,2720,2719,1,0,0,ITA
LindaRandisi,75,74,1,27.574,124,2720,2645,75,0,0,ITA
LinoMantero,4,4,0,0.1471,140,2720,2716,4,0,0,ITA
livecoop,1,1,0,0.0368,191,2720,2719,1,0,0,ITA
lixmax72,1,1,0,0.0368,396,2720,2719,1,0,0,ITA
Ljuba2000,1,1,0,0.0368,56,2720,2719,1,0,0,ITA
lm6sei,1,0,1,0.0368,154,2720,2719,1,0,0,ITA
LNeliana,1,1,0,0.0368,5,2720,2719,1,0,0,ITA
logos_kosmos,2,2,0,0.0735,69,2720,2718,2,0,0,ITA
LongoOlgaMaria,1,0,1,0.0368,14,2720,2719,1,0,0,ITA
lorenzo13805,3,2,1,0.1103,2,2720,2717,3,0,0,ITA
lorenzosalvia,1,1,0,0.0368,1588,2720,2719,1,0,0,FRA
Loupo85,2,2,0,0.0735,3822,2720,2718,2,0,0,ITA
luca_podio,1,0,1,0.0368,2428,2720,2719,1,0,0,ITA
LucaColucci1,1,1,0,0.0368,1053,2720,2719,1,0,0,ITA
LuciaCavaliere1,1,1,0,0.0368,483,2720,2719,1,0,0,ITA
LuciaFino,1,1,0,0.0368,264,2720,2719,1,0,0,ITA
LucianoLavecchi,1,0,1,0.0368,931,2720,2719,1,0,0,ITA
lucianolivieri_,1,1,0,0.0368,1726,2720,2719,1,0,0,ITA
luciarizzo64,1,1,0,0.0368,1100,2720,2719,1,0,0,ITA
lucillalucio7,1,1,0,0.0368,1447,2720,2719,0,1,0,ITA
lufabio_fs,41,40,1,15.074,107,2720,2679,41,0,0,ITA
luidamato,1,1,0,0.0368,323,2720,2719,0,1,0,ITA
luigi_viscusi,1,0,1,0.0368,197,2720,2719,1,0,0,ITA
Luigi1957Luigi,9,9,0,0.3309,10,2720,2711,9,0,0,ITA
LuigiTaurino,3,2,1,0.1103,138,2720,2717,3,0,0,ITA
luisaloffredo28,1,1,0,0.0368,6987,2720,2719,0,1,0,ITA
lumacapop,1,1,0,0.0368,291,2720,2719,1,0,0,USA
MadagioPepe,1,1,0,0.0368,7642,2720,2719,0,1,0,ITA
maelmale,1,0,1,0.0368,2015,2720,2719,1,0,0,ITA
Mafara72,3,3,0,0.1103,137,2720,2717,3,0,0,ITA
mallardidomeni1,5,5,0,0.1838,17,2720,2715,5,0,0,ITA
MammaNunmat64,1,1,0,0.0368,690,2720,2719,1,0,0,ITA
ManuPalo67,1,0,1,0.0368,1361,2720,2719,1,0,0,ITA
MaraTahnee,1,1,0,0.0368,152,2720,2719,1,0,0,ITA
marburdrava,1,1,0,0.0368,3114,2720,2719,1,0,0,ITA
MARCANTESAVERIO,5,5,0,0.1838,421,2720,2715,5,0,0,ITA
Marcello_Gatto,1,0,1,0.0368,675,2720,2719,1,0,0,ITA
marco_gmlavolpe,1,1,0,0.0368,738,2720,2719,1,0,0,ITA
marcof53,1,0,1,0.0368,309,2720,2719,1,0,0,ITA
marcomont90,32,27,5,11.765,122,2720,2688,31,1,0,ITA
marconipop,1,1,0,0.0368,1060,2720,2719,1,0,0,ITA
MarcoPizzi14,1,1,0,0.0368,2012,2720,2719,1,0,0,ITA
marcoserventi,1,1,0,0.0368,106,2720,2719,1,0,0,ITA
marcotrulla,1,1,0,0.0368,524,2720,2719,1,0,0,ITA
MariaCarmosino,1,1,0,0.0368,248,2720,2719,0,1,0,PRT
marialves53,1,1,0,0.0368,1111,2720,2719,1,0,0,ITA
MariateresaSi,3,0,3,0.1103,119,2720,2717,3,0,0,ITA
MariellaAnziano,1,1,0,0.0368,1729,2720,2719,1,0,0,ITA
MariellaMaffini,1,1,0,0.0368,371,2720,2719,1,0,0,ITA
marinifab,1,1,0,0.0368,899,2720,2719,1,0,0,ITA
marino29b,1,1,0,0.0368,1574,2720,2719,1,0,0,FRA
marinvolant,1,1,0,0.0368,196,2720,2719,1,0,0,ITA
mario_catania,2,1,1,0.0735,1007,2720,2718,2,0,0,ITA
mario_schembri,1,1,0,0.0368,37,2720,2719,1,0,0,ITA
mariovisco66,1,0,1,0.0368,362,2720,2719,1,0,0,ITA
Mariucc17684432,1,1,0,0.0368,27,2720,2719,0,1,0,ITA
mark_nm,1,0,1,0.0368,42,2720,2719,1,0,0,ITA
markor988,43,43,0,15.809,423,2720,2677,43,0,0,ITA
MarosticaR,1,0,1,0.0368,573,2720,2719,1,0,0,USA
MarraiFrancesco,3,1,2,0.1103,181,2720,2717,3,0,0,ITA
martinesdavid75,1,1,0,0.0368,347,2720,2719,0,1,0,ITA
massimo_carta,1,0,1,0.0368,163,2720,2719,1,0,0,ITA
massimobitonci,1,1,0,0.0368,7409,2720,2719,1,0,0,ITA
massimocm1,1,1,0,0.0368,14,2720,2719,1,0,0,ITA
massimoisetti,2,0,2,0.0735,180,2720,2718,2,0,0,ITA
MassimoQuarta4,1,1,0,0.0368,80,2720,2719,1,0,0,ITA
MasterLex_,1,0,1,0.0368,97,2720,2719,1,0,0,ITA
MaterBi_it,1,1,0,0.0368,181,2720,2719,1,0,0,ITA
matiolo1,1,1,0,0.0368,221,2720,2719,1,0,0,ITA
matteo_anesi,1,1,0,0.0368,1410,2720,2719,1,0,0,ITA
matteocannito,1,1,0,0.0368,1069,2720,2719,1,0,0,ITA
Mauro_Mana,1,1,0,0.0368,75,2720,2719,1,0,0,ITA
mauro17673,25,25,0,0.9191,706,2720,2695,25,0,0,ITA
Mauro5514,1,1,0,0.0368,564,2720,2719,0,1,0,USA
MauroBarin,1,1,0,0.0368,9713,2720,2719,0,1,0,ITA
MauroBat32,1,1,0,0.0368,32,2720,2719,1,0,0,ITA
maurocarafa31,2,1,1,0.0735,450,2720,2718,2,0,0,ITA
Maurone,1,0,1,0.0368,259,2720,2719,1,0,0,ITA
Maury1958,3,3,0,0.1103,258,2720,2717,3,0,0,ITA
maurysanche,1,1,0,0.0368,2214,2720,2719,1,0,0,ITA
Maxbar65Massimo,1,1,0,0.0368,1474,2720,2719,1,0,0,ITA
MaxBlackCats,2,2,0,0.0735,11,2720,2718,2,0,0,ITA
mdanz72,1,0,1,0.0368,461,2720,2719,1,0,0,ITA
mdbroma,4,4,0,0.1471,652,2720,2716,4,0,0,ITA
Mediaweblife,1,1,0,0.0368,119,2720,2719,1,0,0,ITA
MEF_GOV,3,3,0,0.1103,18567,2720,2717,3,0,0,ITA
Melania52111463,1,1,0,0.0368,74,2720,2719,1,0,0,ITA
mele_nando,1,1,0,0.0368,1345,2720,2719,1,0,0,ITA
Melogranocs,1,1,0,0.0368,320,2720,2719,1,0,0,ITA
meminusyou_,1,1,0,0.0368,438,2720,2719,1,0,0,ITA
menelaolemanine,1,0,1,0.0368,788,2720,2719,0,0,1,USA
merryjwsuv118,1,1,0,0.0368,27,2720,2719,1,0,0,ITA
MessoreSonia,1,1,0,0.0368,1676,2720,2719,1,0,0,ITA
Meta_Magazine,3,0,3,0.1103,1836,2720,2717,3,0,0,ITA
metaanto,1,1,0,0.0368,5266,2720,2719,1,0,0,ITA
mgmalacrida,1,1,0,0.0368,1645,2720,2719,1,0,0,ITA
MGraziaFasc,2,2,0,0.0735,620,2720,2718,2,0,0,ITA
Mi_consento,1,0,1,0.0368,172,2720,2719,0,0,1,ITA
micaleafacchini,1,1,0,0.0368,617,2720,2719,1,0,0,ITA
michelecruscev,1,1,0,0.0368,266,2720,2719,1,0,0,ITA
michelesem90,21,21,0,0.7721,113,2720,2699,21,0,0,ITA
mikivimo,1,1,0,0.0368,429,2720,2719,1,0,0,ITA
miky_ro,2,2,0,0.0735,3710,2720,2718,1,1,0,ITA
mikyxy87,2,1,1,0.0735,90,2720,2718,2,0,0,ITA
mimich58,1,1,0,0.0368,1698,2720,2719,1,0,0,ITA
mimmocoach,3,3,0,0.1103,215,2720,2717,3,0,0,ITA
mirenzo61,1,1,0,0.0368,452,2720,2719,1,0,0,ITA
MirianoOttavia1,1,0,1,0.0368,59,2720,2719,1,0,0,ITA
miridesant,1,1,0,0.0368,70,2720,2719,1,0,0,ITA
mlgelm,1,1,0,0.0368,620,2720,2719,1,0,0,ITA
mmarchetti69,1,1,0,0.0368,195,2720,2719,1,0,0,ITA
mondo_migliore,1,0,1,0.0368,1432,2720,2719,1,0,0,ITA
Monica_torino,2,1,1,0.0735,1282,2720,2718,0,2,0,ITA
montecarlo50630,1,0,1,0.0368,10,2720,2719,1,0,0,ITA
Montecitorio,6,0,6,0.2206,135141,2720,2714,6,0,0,ITA
MorensAndrea,1,0,1,0.0368,143,2720,2719,1,0,0,USA
Morgaine1967,1,1,0,0.0368,146,2720,2719,1,0,0,ITA
MPrinzis,1,0,1,0.0368,27,2720,2719,1,0,0,ITA
MrEfis79,1,1,0,0.0368,2966,2720,2719,1,0,0,ITA
MrRossini,1,1,0,0.0368,79,2720,2719,1,0,0,USA
MsKateCakes206,1,1,0,0.0368,16,2720,2719,1,0,0,USA
museumstrategy,1,0,1,0.0368,772,2720,2719,1,0,0,ITA
mwa1791,1,1,0,0.0368,374,2720,2719,1,0,0,ITA
Naizarg,1,1,0,0.0368,111,2720,2719,1,0,0,USA
napolaris_,1,1,0,0.0368,1001,2720,2719,0,1,0,ITA
napolitano1961,1,1,0,0.0368,10,2720,2719,1,0,0,ITA
naspetti,1,1,0,0.0368,249,2720,2719,1,0,0,ITA
NativiItaliani,1,0,1,0.0368,309,2720,2719,1,0,0,USA
nevercameback,1,1,0,0.0368,1742,2720,2719,1,0,0,ITA
News24_it,11,11,0,0.4044,3842,2720,2709,11,0,0,ITA
newsrimini,1,0,1,0.0368,3451,2720,2719,1,0,0,ITA
NewsRSN,1,0,1,0.0368,208,2720,2719,1,0,0,USA
ngRawr446,1,1,0,0.0368,34,2720,2719,1,0,0,ITA
nico261991,79,79,0,29.044,82,2720,2641,79,0,0,ITA
nicola_picardi,1,1,0,0.0368,207,2720,2719,1,0,0,ITA
Nimapel75,1,1,0,0.0368,88,2720,2719,1,0,0,ITA
Ninaforthedogs,1,1,0,0.0368,379,2720,2719,1,0,0,ITA
Nlorisis,1,0,1,0.0368,86,2720,2719,1,0,0,ITA
nocciolone,1,1,0,0.0368,295,2720,2719,0,0,1,ITA
NoicheAmiamoFO,9,0,9,0.3309,137,2720,2711,6,3,0,ITA
norma_bruni,1,0,1,0.0368,0,2720,2719,1,0,0,ITA
noscros,75,40,35,27.574,92,2720,2645,73,2,0,ITA
NOVLTeNOGRATTIN,13,0,13,0.4779,106,2720,2707,13,0,0,ITA
nuhares,1,1,0,0.0368,210,2720,2719,1,0,0,USA
NunezLafuen,1,1,0,0.0368,236,2720,2719,1,0,0,ITA
occhioacosadici,1,0,1,0.0368,4,2720,2719,1,0,0,ITA
ofcs_report,4,0,4,0.1471,287,2720,2716,4,0,0,ITA
OllaPiero,1,1,0,0.0368,1543,2720,2719,1,0,0,ITA
OnorioFerraro,1,0,1,0.0368,403,2720,2719,0,1,0,ITA
OnTheRoad83,1,0,1,0.0368,95,2720,2719,1,0,0,USA
OrbisTertius3,1,1,0,0.0368,166091,2720,2719,1,0,0,ITA
orestenovazzi,1,1,0,0.0368,281,2720,2719,1,0,0,ITA
orvietonews,2,0,2,0.0735,1707,2720,2718,2,0,0,ITA
OrvietoTv,2,0,2,0.0735,57,2720,2718,2,0,0,ITA
ossolanews,1,0,1,0.0368,1110,2720,2719,1,0,0,ITA
OttavioPirelli,2,2,0,0.0735,649,2720,2718,2,0,0,USA
OttLegalRebels,1,1,0,0.0368,31051,2720,2719,1,0,0,ITA
padfrance,1,1,0,0.0368,287,2720,2719,0,1,0,ITA
Pagliarafabio,1,0,1,0.0368,1976,2720,2719,1,0,0,USA
pak_62,20,20,0,0.7353,88,2720,2700,20,0,0,ITA
PallanchR,1,1,0,0.0368,302,2720,2719,1,0,0,ITA
Palmyro70,2,1,1,0.0735,148,2720,2718,1,1,0,ITA
PaolaCanonico1,1,1,0,0.0368,1133,2720,2719,1,0,0,ITA
paolafern75,1,1,0,0.0368,1096,2720,2719,1,0,0,ITA
paolinopapaerin,3,0,3,0.1103,318,2720,2717,3,0,0,ITA
Paolo44716751,1,1,0,0.0368,12,2720,2719,1,0,0,ITA
paolodon26,34,32,2,12.500,87,2720,2686,34,0,0,ITA
paoloigna1,1,1,0,0.0368,55737,2720,2719,1,0,0,ITA
paolopuglisi50,2,1,1,0.0735,19,2720,2718,2,0,0,ITA
paridemotta72,2,1,1,0.0735,22,2720,2718,2,0,0,ITA
parlattando,1,1,0,0.0368,210,2720,2719,1,0,0,ITA
PARTIDAQUI,1,1,0,0.0368,126,2720,2719,0,1,0,ITA
partnerdigitale,1,0,1,0.0368,669,2720,2719,1,0,0,ITA
patawill359,5,0,5,0.1838,13,2720,2715,5,0,0,ITA
patrikkka,1,1,0,0.0368,189,2720,2719,1,0,0,ITA
Patrizia1965Di,1,1,0,0.0368,457,2720,2719,1,0,0,ITA
PatriziaRametta,1,1,0,0.0368,20845,2720,2719,0,1,0,ITA
PClemente68,1,1,0,0.0368,146,2720,2719,1,0,0,ESP
pedro_becares_,1,1,0,0.0368,454,2720,2719,1,0,0,ITA
pendolare67,1,1,0,0.0368,50,2720,2719,1,0,0,USA
PendolariRMNord,3,3,0,0.1103,2949,2720,2717,3,0,0,ITA
PeppeGiuliano,16,15,1,0.5882,100,2720,2704,16,0,0,ITA
peppexpo,1,1,0,0.0368,3173,2720,2719,1,0,0,ITA
percivalgull,1,1,0,0.0368,3337,2720,2719,0,1,0,ITA
Peschiera_r,1,1,0,0.0368,212,2720,2719,1,0,0,ITA
phlcgn,2,0,2,0.0735,149,2720,2718,1,0,1,ITA
PicchixFirenze,1,1,0,0.0368,325,2720,2719,0,1,0,ITA
PicenoTime,1,0,1,0.0368,1952,2720,2719,1,0,0,ITA
PierFra100,2,2,0,0.0735,19,2720,2718,2,0,0,ITA
pierluigi56,1,1,0,0.0368,83,2720,2719,1,0,0,ITA
PierMaran,1,1,0,0.0368,8193,2720,2719,1,0,0,ITA
piero062,10,9,1,0.3676,111,2720,2710,10,0,0,ITA
piero7912,1,1,0,0.0368,104,2720,2719,1,0,0,FRA
pierrebxl,1,1,0,0.0368,429,2720,2719,1,0,0,ITA
Pippo_1,1,0,1,0.0368,314,2720,2719,0,1,0,USA
pippodedo62,2,2,0,0.0735,4,2720,2718,2,0,0,ITA
pistarino,1,1,0,0.0368,40,2720,2719,1,0,0,ITA
PlasticaVerde,1,1,0,0.0368,605,2720,2719,1,0,0,USA
PoliceNewsTas,1,1,0,0.0368,4192,2720,2719,1,0,0,ITA
poliziadistato,1,0,1,0.0368,28070,2720,2719,1,0,0,ITA
polycartspa,2,2,0,0.0735,405,2720,2718,2,0,0,USA
pombo1976,1,1,0,0.0368,152,2720,2719,1,0,0,ITA
ponti66,1,1,0,0.0368,185,2720,2719,1,0,0,ITA
portentoorlando,1,0,1,0.0368,11958,2720,2719,1,0,0,USA
pos_kay,1,1,0,0.0368,97,2720,2719,1,0,0,ITA
PPirastu,2,2,0,0.0735,494,2720,2718,2,0,0,ITA
prof1976,1,1,0,0.0368,524,2720,2719,1,0,0,ITA
proudman811,1,1,0,0.0368,99,2720,2719,0,1,0,ITA
PSparlando,1,1,0,0.0368,18,2720,2719,1,0,0,ITA
quoquetu,1,1,0,0.0368,455,2720,2719,1,0,0,ITA
r_aniello,2,2,0,0.0735,198,2720,2718,2,0,0,ITA
Radio1Rai,2,0,2,0.0735,32008,2720,2718,2,0,0,ITA
radioadina,1,1,0,0.0368,47,2720,2719,1,0,0,ITA
RadioStudio_93,5,0,5,0.1838,493,2720,2715,5,0,0,ITA
raffaele0077,2,0,2,0.0735,0,2720,2718,2,0,0,ITA
Raffipaffy,1,1,0,0.0368,189,2720,2719,0,0,1,ITA
rafgri70,1,1,0,0.0368,208,2720,2719,1,0,0,ITA
RaiNews,1,1,0,0.0368,853036,2720,2719,1,0,0,ITA
Ran78,2,2,0,0.0735,1290,2720,2718,2,0,0,ITA
RassegnaVela,1,0,1,0.0368,215,2720,2719,1,0,0,ITA
RavennaDintorni,1,0,1,0.0368,3857,2720,2719,1,0,0,ITA
RavennaWebTV,5,0,5,0.1838,2248,2720,2715,5,0,0,ITA
rbisirri,1,1,0,0.0368,48,2720,2719,1,0,0,ITA
rbrencio,1,1,0,0.0368,29,2720,2719,1,0,0,ITA
rCangiante,1,1,0,0.0368,14,2720,2719,1,0,0,ITA
Rebelli0n2k,1,1,0,0.0368,590,2720,2719,0,1,0,ITA
redspecial911,5,4,1,0.1838,195,2720,2715,5,0,0,ITA
RemyHerren,1,1,0,0.0368,523,2720,2719,1,0,0,ITA
renzoferrari61,1,1,0,0.0368,613,2720,2719,0,1,0,ITA
rep_bari,1,0,1,0.0368,41617,2720,2719,1,0,0,ITA
ReteComuniSIN,1,1,0,0.0368,908,2720,2719,1,0,0,ITA
